,Province_State,Date,value
853,Colorado,2/7/20,0
854,Connecticut,2/7/20,0
855,Delaware,2/7/20,0
856,Diamond Princess,2/7/20,0
857,District of Columbia,2/7/20,0
858,Florida,2/7/20,0
859,Georgia,2/7/20,0
860,Grand Princess,2/7/20,0
861,Hawaii,2/7/20,0
862,Idaho,2/7/20,0
863,Illinois,2/7/20,0
864,Indiana,2/7/20,0
865,Iowa,2/7/20,0
866,Kansas,2/7/20,0
867,Kentucky,2/7/20,0
868,Louisiana,2/7/20,0
869,Maine,2/7/20,0
870,Maryland,2/7/20,0
871,Massachusetts,2/7/20,0
872,Michigan,2/7/20,0
873,Minnesota,2/7/20,0
874,Mississippi,2/7/20,0
875,Missouri,2/7/20,0
876,Montana,2/7/20,0
877,Nebraska,2/7/20,0
878,Nevada,2/7/20,0
879,New Hampshire,2/7/20,0
880,New Jersey,2/7/20,0
881,New Mexico,2/7/20,0
882,New York,2/7/20,0
883,North Carolina,2/7/20,0
884,North Dakota,2/7/20,0
885,Ohio,2/7/20,0
886,Oklahoma,2/7/20,0
887,Oregon,2/7/20,0
888,Pennsylvania,2/7/20,0
889,Rhode Island,2/7/20,0
890,South Carolina,2/7/20,0
891,South Dakota,2/7/20,0
892,Tennessee,2/7/20,0
893,Texas,2/7/20,0
894,Utah,2/7/20,0
895,Vermont,2/7/20,0
896,Virginia,2/7/20,0
897,Washington,2/7/20,0
